question_id,scene_id,image_path,question_type,question,choice_a,choice_b,choice_c,choice_d,answer_label,difficulty,visibility,layout_family,ood_axis,trace_dominant_particle_family,trace_hotspot_quadrant,trace_fiber_tint,trace_bead_count,trace_bead_count_bin,trace_clogging_state,trace_qc_action,trace_density_index
mpq_f563d47236cf44,mem_scene_00055,images/mem_scene_00055.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,biofilm,hotspot_upper_right,standard,films,upper_right,clear or pale,6,0-12,light edge clogging,manual review,89
mpq_91afb98f72de7b,mem_scene_00055,images/mem_scene_00055.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,medium,biofilm,hotspot_upper_right,standard,films,upper_right,clear or pale,6,0-12,light edge clogging,manual review,89
mpq_6eb579a47924e7,mem_scene_00055,images/mem_scene_00055.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,D,medium,biofilm,hotspot_upper_right,standard,films,upper_right,clear or pale,6,0-12,light edge clogging,manual review,89
mpq_21e9180541ca1a,mem_scene_00056,images/mem_scene_00056.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,A,medium,clear,hotspot_lower_left,standard,fibers,lower_left,clear or pale,7,0-12,light edge clogging,count now,77
mpq_ab351e8ac18ad4,mem_scene_00056,images/mem_scene_00056.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,C,medium,clear,hotspot_lower_left,standard,fibers,lower_left,clear or pale,7,0-12,light edge clogging,count now,77
mpq_5eaa9e134393eb,mem_scene_00056,images/mem_scene_00056.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,D,medium,clear,hotspot_lower_left,standard,fibers,lower_left,clear or pale,7,0-12,light edge clogging,count now,77
mpq_3c02927bed8a68,mem_scene_00056,images/mem_scene_00056.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,clear,hotspot_lower_left,standard,fibers,lower_left,clear or pale,7,0-12,light edge clogging,count now,77
mpq_b42cf870ada6f7,mem_scene_00056,images/mem_scene_00056.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,medium,clear,hotspot_lower_left,standard,fibers,lower_left,clear or pale,7,0-12,light edge clogging,count now,77
mpq_f0ad0bbd5caea2,mem_scene_00056,images/mem_scene_00056.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,medium,clear,hotspot_lower_left,standard,fibers,lower_left,clear or pale,7,0-12,light edge clogging,count now,77
mpq_d40a3c2b5bd1a9,mem_scene_00057,images/mem_scene_00057.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,B,medium,clear,hotspot_lower_left,standard,fragments,lower_left,clear or pale,6,0-12,light edge clogging,count now,89
mpq_efa3b5874ef999,mem_scene_00057,images/mem_scene_00057.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,C,medium,clear,hotspot_lower_left,standard,fragments,lower_left,clear or pale,6,0-12,light edge clogging,count now,89
mpq_8432555f133789,mem_scene_00057,images/mem_scene_00057.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,D,medium,clear,hotspot_lower_left,standard,fragments,lower_left,clear or pale,6,0-12,light edge clogging,count now,89
mpq_401b89c356bdcf,mem_scene_00057,images/mem_scene_00057.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,clear,hotspot_lower_left,standard,fragments,lower_left,clear or pale,6,0-12,light edge clogging,count now,89
mpq_5131fd4c9b2e49,mem_scene_00057,images/mem_scene_00057.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,medium,clear,hotspot_lower_left,standard,fragments,lower_left,clear or pale,6,0-12,light edge clogging,count now,89
mpq_c2dbb3fef79094,mem_scene_00057,images/mem_scene_00057.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,medium,clear,hotspot_lower_left,standard,fragments,lower_left,clear or pale,6,0-12,light edge clogging,count now,89
mpq_7f68eb58495eaa,mem_scene_00058,images/mem_scene_00058.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,C,easy,clear,hotspot_lower_left,standard,beads,lower_left,clear or pale,4,0-12,light edge clogging,count now,76
mpq_2756e6e073c0f3,mem_scene_00058,images/mem_scene_00058.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,C,easy,clear,hotspot_lower_left,standard,beads,lower_left,clear or pale,4,0-12,light edge clogging,count now,76
mpq_ab3ab175bcd4fc,mem_scene_00058,images/mem_scene_00058.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,D,easy,clear,hotspot_lower_left,standard,beads,lower_left,clear or pale,4,0-12,light edge clogging,count now,76
mpq_e39b1c07dc81e9,mem_scene_00058,images/mem_scene_00058.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,easy,clear,hotspot_lower_left,standard,beads,lower_left,clear or pale,4,0-12,light edge clogging,count now,76
mpq_e03f3cd4457e23,mem_scene_00058,images/mem_scene_00058.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,easy,clear,hotspot_lower_left,standard,beads,lower_left,clear or pale,4,0-12,light edge clogging,count now,76
mpq_c5db00b93ef9e5,mem_scene_00058,images/mem_scene_00058.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,easy,clear,hotspot_lower_left,standard,beads,lower_left,clear or pale,4,0-12,light edge clogging,count now,76
mpq_11c3516168c363,mem_scene_00059,images/mem_scene_00059.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,D,medium,clear,hotspot_lower_left,standard,films,lower_left,clear or pale,4,0-12,light edge clogging,count now,87
mpq_26caabe35a0479,mem_scene_00059,images/mem_scene_00059.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,C,medium,clear,hotspot_lower_left,standard,films,lower_left,clear or pale,4,0-12,light edge clogging,count now,87
mpq_e9a018ca54c535,mem_scene_00059,images/mem_scene_00059.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,D,medium,clear,hotspot_lower_left,standard,films,lower_left,clear or pale,4,0-12,light edge clogging,count now,87
mpq_1d1627b15dc890,mem_scene_00059,images/mem_scene_00059.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,clear,hotspot_lower_left,standard,films,lower_left,clear or pale,4,0-12,light edge clogging,count now,87
mpq_d74b2443197eb1,mem_scene_00059,images/mem_scene_00059.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,medium,clear,hotspot_lower_left,standard,films,lower_left,clear or pale,4,0-12,light edge clogging,count now,87
mpq_483592b820b90b,mem_scene_00059,images/mem_scene_00059.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,medium,clear,hotspot_lower_left,standard,films,lower_left,clear or pale,4,0-12,light edge clogging,count now,87
mpq_34271d19d19550,mem_scene_00060,images/mem_scene_00060.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,A,medium,clear,hotspot_lower_right,standard,fibers,lower_right,clear or pale,7,0-12,light edge clogging,count now,77
mpq_babee9232e8a70,mem_scene_00060,images/mem_scene_00060.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,D,medium,clear,hotspot_lower_right,standard,fibers,lower_right,clear or pale,7,0-12,light edge clogging,count now,77
mpq_6402a0518d9795,mem_scene_00060,images/mem_scene_00060.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,D,medium,clear,hotspot_lower_right,standard,fibers,lower_right,clear or pale,7,0-12,light edge clogging,count now,77
mpq_3501191b3f47cc,mem_scene_00060,images/mem_scene_00060.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,clear,hotspot_lower_right,standard,fibers,lower_right,clear or pale,7,0-12,light edge clogging,count now,77
mpq_12973cf261eff7,mem_scene_00060,images/mem_scene_00060.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,medium,clear,hotspot_lower_right,standard,fibers,lower_right,clear or pale,7,0-12,light edge clogging,count now,77
mpq_17cfbccd4ae4ec,mem_scene_00060,images/mem_scene_00060.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,medium,clear,hotspot_lower_right,standard,fibers,lower_right,clear or pale,7,0-12,light edge clogging,count now,77
mpq_ca87702fb848ed,mem_scene_00061,images/mem_scene_00061.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,B,medium,clear,hotspot_lower_right,standard,fragments,lower_right,clear or pale,7,0-12,light edge clogging,count now,90
mpq_42109891885618,mem_scene_00061,images/mem_scene_00061.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,D,medium,clear,hotspot_lower_right,standard,fragments,lower_right,clear or pale,7,0-12,light edge clogging,count now,90
mpq_45dab23ad21c9c,mem_scene_00061,images/mem_scene_00061.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,D,medium,clear,hotspot_lower_right,standard,fragments,lower_right,clear or pale,7,0-12,light edge clogging,count now,90
mpq_52da23ad823d22,mem_scene_00061,images/mem_scene_00061.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,clear,hotspot_lower_right,standard,fragments,lower_right,clear or pale,7,0-12,light edge clogging,count now,90
mpq_c707babb97b60f,mem_scene_00061,images/mem_scene_00061.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,medium,clear,hotspot_lower_right,standard,fragments,lower_right,clear or pale,7,0-12,light edge clogging,count now,90
mpq_ad8ceaa761a264,mem_scene_00061,images/mem_scene_00061.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,medium,clear,hotspot_lower_right,standard,fragments,lower_right,clear or pale,7,0-12,light edge clogging,count now,90
mpq_673636ee078196,mem_scene_00062,images/mem_scene_00062.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,C,medium,clear,hotspot_lower_right,standard,beads,lower_right,clear or pale,5,0-12,light edge clogging,count now,80
mpq_3d0d954688a62c,mem_scene_00062,images/mem_scene_00062.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,D,medium,clear,hotspot_lower_right,standard,beads,lower_right,clear or pale,5,0-12,light edge clogging,count now,80
mpq_56625f58debd95,mem_scene_00062,images/mem_scene_00062.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,D,medium,clear,hotspot_lower_right,standard,beads,lower_right,clear or pale,5,0-12,light edge clogging,count now,80
mpq_1dfb356157fb87,mem_scene_00062,images/mem_scene_00062.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,clear,hotspot_lower_right,standard,beads,lower_right,clear or pale,5,0-12,light edge clogging,count now,80
mpq_421f1bedc36f26,mem_scene_00062,images/mem_scene_00062.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,medium,clear,hotspot_lower_right,standard,beads,lower_right,clear or pale,5,0-12,light edge clogging,count now,80
mpq_6f445d404cb66f,mem_scene_00062,images/mem_scene_00062.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,A,medium,clear,hotspot_lower_right,standard,beads,lower_right,clear or pale,5,0-12,light edge clogging,count now,80
mpq_5cefcda672c91f,mem_scene_00063,images/mem_scene_00063.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,D,medium,glare,hotspot_lower_right,standard,films,lower_right,clear or pale,4,0-12,light edge clogging,reimage focus,87
mpq_838189646e35c3,mem_scene_00063,images/mem_scene_00063.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,D,medium,glare,hotspot_lower_right,standard,films,lower_right,clear or pale,4,0-12,light edge clogging,reimage focus,87
mpq_7aa5e17bb10aab,mem_scene_00063,images/mem_scene_00063.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,D,medium,glare,hotspot_lower_right,standard,films,lower_right,clear or pale,4,0-12,light edge clogging,reimage focus,87
mpq_44656189941d06,mem_scene_00063,images/mem_scene_00063.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,glare,hotspot_lower_right,standard,films,lower_right,clear or pale,4,0-12,light edge clogging,reimage focus,87
mpq_eb3b9bea634298,mem_scene_00063,images/mem_scene_00063.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,medium,glare,hotspot_lower_right,standard,films,lower_right,clear or pale,4,0-12,light edge clogging,reimage focus,87
mpq_cc1437b9f69307,mem_scene_00063,images/mem_scene_00063.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,medium,glare,hotspot_lower_right,standard,films,lower_right,clear or pale,4,0-12,light edge clogging,reimage focus,87
mpq_215b3d7b09361b,mem_scene_00064,images/mem_scene_00064.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,A,hard,glare,hotspot_upper_left,standard,fibers,upper_left,blue,14,13-18,light edge clogging,reimage focus,84
mpq_0732f2cdd9f404,mem_scene_00064,images/mem_scene_00064.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,A,hard,glare,hotspot_upper_left,standard,fibers,upper_left,blue,14,13-18,light edge clogging,reimage focus,84
mpq_c6d381994d4e7d,mem_scene_00064,images/mem_scene_00064.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,hard,glare,hotspot_upper_left,standard,fibers,upper_left,blue,14,13-18,light edge clogging,reimage focus,84
mpq_d34a0ce0f5f681,mem_scene_00064,images/mem_scene_00064.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,B,hard,glare,hotspot_upper_left,standard,fibers,upper_left,blue,14,13-18,light edge clogging,reimage focus,84
mpq_54c40dfa3b0313,mem_scene_00064,images/mem_scene_00064.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,hard,glare,hotspot_upper_left,standard,fibers,upper_left,blue,14,13-18,light edge clogging,reimage focus,84
mpq_7ec2b93bd4e534,mem_scene_00064,images/mem_scene_00064.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,hard,glare,hotspot_upper_left,standard,fibers,upper_left,blue,14,13-18,light edge clogging,reimage focus,84
mpq_cf64acee095dcd,mem_scene_00065,images/mem_scene_00065.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,B,medium,glare,hotspot_upper_left,standard,fragments,upper_left,blue,17,13-18,light edge clogging,reimage focus,100
mpq_7d7dc555ac2ba6,mem_scene_00065,images/mem_scene_00065.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,A,medium,glare,hotspot_upper_left,standard,fragments,upper_left,blue,17,13-18,light edge clogging,reimage focus,100
mpq_d779eaa881db57,mem_scene_00065,images/mem_scene_00065.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,medium,glare,hotspot_upper_left,standard,fragments,upper_left,blue,17,13-18,light edge clogging,reimage focus,100
mpq_222e0334ce32b9,mem_scene_00065,images/mem_scene_00065.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,B,medium,glare,hotspot_upper_left,standard,fragments,upper_left,blue,17,13-18,light edge clogging,reimage focus,100
mpq_9dabe0218397e5,mem_scene_00065,images/mem_scene_00065.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,medium,glare,hotspot_upper_left,standard,fragments,upper_left,blue,17,13-18,light edge clogging,reimage focus,100
mpq_03174bb1febc50,mem_scene_00065,images/mem_scene_00065.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,medium,glare,hotspot_upper_left,standard,fragments,upper_left,blue,17,13-18,light edge clogging,reimage focus,100
mpq_8896029501562a,mem_scene_00066,images/mem_scene_00066.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,C,medium,low_contrast,hotspot_upper_left,standard,beads,upper_left,blue,17,13-18,central mat clogging,reimage focus,76
mpq_fd58a5f9f66aa6,mem_scene_00066,images/mem_scene_00066.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,A,medium,low_contrast,hotspot_upper_left,standard,beads,upper_left,blue,17,13-18,central mat clogging,reimage focus,76
mpq_9058562f45c924,mem_scene_00066,images/mem_scene_00066.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,medium,low_contrast,hotspot_upper_left,standard,beads,upper_left,blue,17,13-18,central mat clogging,reimage focus,76
mpq_f10c13640079d4,mem_scene_00066,images/mem_scene_00066.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,B,medium,low_contrast,hotspot_upper_left,standard,beads,upper_left,blue,17,13-18,central mat clogging,reimage focus,76
mpq_32400a6b545907,mem_scene_00066,images/mem_scene_00066.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,C,medium,low_contrast,hotspot_upper_left,standard,beads,upper_left,blue,17,13-18,central mat clogging,reimage focus,76
mpq_24a4459e1631ef,mem_scene_00066,images/mem_scene_00066.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,medium,low_contrast,hotspot_upper_left,standard,beads,upper_left,blue,17,13-18,central mat clogging,reimage focus,76
mpq_399dbbabc463ab,mem_scene_00067,images/mem_scene_00067.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,D,medium,glare,hotspot_upper_left,blue_stain,films,upper_left,blue,14,13-18,central mat clogging,reimage focus,97
mpq_fe0ad2ec0793ad,mem_scene_00067,images/mem_scene_00067.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,A,medium,glare,hotspot_upper_left,blue_stain,films,upper_left,blue,14,13-18,central mat clogging,reimage focus,97
mpq_a36f4024a4b1f0,mem_scene_00067,images/mem_scene_00067.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,medium,glare,hotspot_upper_left,blue_stain,films,upper_left,blue,14,13-18,central mat clogging,reimage focus,97
mpq_990b6a208e3672,mem_scene_00067,images/mem_scene_00067.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,B,medium,glare,hotspot_upper_left,blue_stain,films,upper_left,blue,14,13-18,central mat clogging,reimage focus,97
mpq_e657c7a619a6ed,mem_scene_00067,images/mem_scene_00067.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,C,medium,glare,hotspot_upper_left,blue_stain,films,upper_left,blue,14,13-18,central mat clogging,reimage focus,97
mpq_b6aab814453623,mem_scene_00067,images/mem_scene_00067.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,medium,glare,hotspot_upper_left,blue_stain,films,upper_left,blue,14,13-18,central mat clogging,reimage focus,97
mpq_8f454e8b7ab7e3,mem_scene_00068,images/mem_scene_00068.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,A,easy,low_contrast,hotspot_upper_right,standard,fibers,upper_right,blue,15,13-18,central mat clogging,reimage focus,85
mpq_99d1eb71176095,mem_scene_00068,images/mem_scene_00068.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,B,easy,low_contrast,hotspot_upper_right,standard,fibers,upper_right,blue,15,13-18,central mat clogging,reimage focus,85
mpq_45a705dce945dc,mem_scene_00068,images/mem_scene_00068.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,easy,low_contrast,hotspot_upper_right,standard,fibers,upper_right,blue,15,13-18,central mat clogging,reimage focus,85
mpq_6ef6c8b277a4e9,mem_scene_00068,images/mem_scene_00068.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,B,easy,low_contrast,hotspot_upper_right,standard,fibers,upper_right,blue,15,13-18,central mat clogging,reimage focus,85
mpq_8e210c3e120aa3,mem_scene_00068,images/mem_scene_00068.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,C,easy,low_contrast,hotspot_upper_right,standard,fibers,upper_right,blue,15,13-18,central mat clogging,reimage focus,85
mpq_b4d40f149dd835,mem_scene_00068,images/mem_scene_00068.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,easy,low_contrast,hotspot_upper_right,standard,fibers,upper_right,blue,15,13-18,central mat clogging,reimage focus,85
mpq_ea718d94ee4dfd,mem_scene_00069,images/mem_scene_00069.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,B,hard,glare,hotspot_upper_right,standard,fragments,upper_right,blue,17,13-18,central mat clogging,reimage focus,100
mpq_4be005f45a827b,mem_scene_00069,images/mem_scene_00069.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,B,hard,glare,hotspot_upper_right,standard,fragments,upper_right,blue,17,13-18,central mat clogging,reimage focus,100
mpq_6991495fca70d4,mem_scene_00069,images/mem_scene_00069.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,hard,glare,hotspot_upper_right,standard,fragments,upper_right,blue,17,13-18,central mat clogging,reimage focus,100
mpq_4059ec1eb48f1b,mem_scene_00069,images/mem_scene_00069.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,B,hard,glare,hotspot_upper_right,standard,fragments,upper_right,blue,17,13-18,central mat clogging,reimage focus,100
mpq_0d8c070c9b1421,mem_scene_00069,images/mem_scene_00069.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,C,hard,glare,hotspot_upper_right,standard,fragments,upper_right,blue,17,13-18,central mat clogging,reimage focus,100
mpq_2ab33e756cdfb0,mem_scene_00069,images/mem_scene_00069.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,B,hard,glare,hotspot_upper_right,standard,fragments,upper_right,blue,17,13-18,central mat clogging,reimage focus,100
mpq_e9ff1386c05f2e,mem_scene_00070,images/mem_scene_00070.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,C,medium,overloaded,hotspot_upper_right,standard,beads,upper_right,blue,17,13-18,central mat clogging,dilute and refilter,98
mpq_73bf3ce9a40cba,mem_scene_00070,images/mem_scene_00070.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,B,medium,overloaded,hotspot_upper_right,standard,beads,upper_right,blue,17,13-18,central mat clogging,dilute and refilter,98
mpq_047568bef746bb,mem_scene_00070,images/mem_scene_00070.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,medium,overloaded,hotspot_upper_right,standard,beads,upper_right,blue,17,13-18,central mat clogging,dilute and refilter,98
mpq_af63349e19e718,mem_scene_00070,images/mem_scene_00070.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,B,medium,overloaded,hotspot_upper_right,standard,beads,upper_right,blue,17,13-18,central mat clogging,dilute and refilter,98
mpq_e5f44977a23322,mem_scene_00070,images/mem_scene_00070.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,C,medium,overloaded,hotspot_upper_right,standard,beads,upper_right,blue,17,13-18,central mat clogging,dilute and refilter,98
mpq_9f329f37647511,mem_scene_00070,images/mem_scene_00070.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,C,medium,overloaded,hotspot_upper_right,standard,beads,upper_right,blue,17,13-18,central mat clogging,dilute and refilter,98
mpq_55e725ae15ae4c,mem_scene_00071,images/mem_scene_00071.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,D,medium,clear,hotspot_upper_right,standard,films,upper_right,blue,14,13-18,central mat clogging,dilute and refilter,97
mpq_90ad68d6a36521,mem_scene_00071,images/mem_scene_00071.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,B,medium,clear,hotspot_upper_right,standard,films,upper_right,blue,14,13-18,central mat clogging,dilute and refilter,97
mpq_a28c2cc9a507d8,mem_scene_00071,images/mem_scene_00071.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,medium,clear,hotspot_upper_right,standard,films,upper_right,blue,14,13-18,central mat clogging,dilute and refilter,97
mpq_d19e5540ba9304,mem_scene_00071,images/mem_scene_00071.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,B,medium,clear,hotspot_upper_right,standard,films,upper_right,blue,14,13-18,central mat clogging,dilute and refilter,97
mpq_3095bedef65fee,mem_scene_00071,images/mem_scene_00071.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,C,medium,clear,hotspot_upper_right,standard,films,upper_right,blue,14,13-18,central mat clogging,dilute and refilter,97
mpq_7d1d0a15918484,mem_scene_00071,images/mem_scene_00071.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,C,medium,clear,hotspot_upper_right,standard,films,upper_right,blue,14,13-18,central mat clogging,dilute and refilter,97
mpq_cbb5c89a05c590,mem_scene_00072,images/mem_scene_00072.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,A,easy,clear,hotspot_lower_left,standard,fibers,lower_left,blue,16,13-18,central mat clogging,dilute and refilter,86
mpq_65cb74644387bd,mem_scene_00072,images/mem_scene_00072.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,C,easy,clear,hotspot_lower_left,standard,fibers,lower_left,blue,16,13-18,central mat clogging,dilute and refilter,86
mpq_5d85bf44512f70,mem_scene_00072,images/mem_scene_00072.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,A,easy,clear,hotspot_lower_left,standard,fibers,lower_left,blue,16,13-18,central mat clogging,dilute and refilter,86
mpq_b1452894433a38,mem_scene_00072,images/mem_scene_00072.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,B,easy,clear,hotspot_lower_left,standard,fibers,lower_left,blue,16,13-18,central mat clogging,dilute and refilter,86
